OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime,Date,Week,Month,DayOfWeek,AQI_Level,Pollen_Level
4766,33,Good,PM2.5,0,Unknown,Not on file,1/27/2015 6:00,1/27/2015,5,1,Tuesday,Good,Low
4767,24,Good,PM2.5,0,Unknown,Not on file,1/26/2015 6:00,1/26/2015,5,1,Monday,Good,Low
4768,40,Good,PM2.5,0,Unknown,Not on file,1/25/2015 6:00,1/25/2015,4,1,Sunday,Good,Low
4769,32,Good,PM2.5,0,Unknown,Not on file,1/24/2015 6:00,1/24/2015,4,1,Saturday,Good,Low
4770,26,Good,PM2.5,0,Unknown,Not on file,1/23/2015 6:00,1/23/2015,4,1,Friday,Good,Low
4771,33,Good,PM2.5,0,Unknown,Not on file,1/22/2015 6:00,1/22/2015,4,1,Thursday,Good,Low
4772,40,Good,PM2.5,0,Unknown,Not on file,1/21/2015 6:00,1/21/2015,4,1,Wednesday,Good,Low
4773,40,Good,PM2.5,0,Unknown,Not on file,1/21/2015 6:00,1/21/2015,4,1,Wednesday,Good,Low
4774,40,Good,PM2.5,0,Unknown,Not on file,1/20/2015 6:00,1/20/2015,4,1,Tuesday,Good,Low
4775,32,Good,PM2.5,0,Unknown,Not on file,1/19/2015 6:00,1/19/2015,4,1,Monday,Good,Low
4776,40,Good,PM2.5,0,Unknown,Not on file,1/18/2015 6:00,1/18/2015,3,1,Sunday,Good,Low
4777,55,Moderate,PM2.5,0,Unknown,Not on file,1/17/2015 6:00,1/17/2015,3,1,Saturday,Moderate,Low
4778,58,Moderate,PM2.5,0,Unknown,Not on file,1/16/2015 6:00,1/16/2015,3,1,Friday,Moderate,Low
4779,50,Good,PM2.5,0,Unknown,Not on file,1/15/2015 6:00,1/15/2015,3,1,Thursday,Good,Low
4780,59,Moderate,PM2.5,0,Unknown,Not on file,1/14/2015 6:00,1/14/2015,3,1,Wednesday,Moderate,Low
4781,40,Good,PM2.5,0,Unknown,Not on file,1/13/2015 6:00,1/13/2015,3,1,Tuesday,Good,Low
4782,54,Moderate,PM2.5,0,Unknown,Not on file,1/12/2015 6:00,1/12/2015,3,1,Monday,Moderate,Low
4783,42,Good,PM2.5,0,Unknown,Not on file,1/11/2015 6:00,1/11/2015,2,1,Sunday,Good,Low
4784,29,Good,PM2.5,0,Unknown,Not on file,1/10/2015 6:00,1/10/2015,2,1,Saturday,Good,Low
4785,28,Good,PM2.5,0,Unknown,Not on file,1/9/2015 6:00,1/9/2015,2,1,Friday,Good,Low
4786,31,Good,PM2.5,0,Unknown,Not on file,1/8/2015 6:00,1/8/2015,2,1,Thursday,Good,Low
4787,29,Good,PM2.5,0,Unknown,Not on file,1/7/2015 6:00,1/7/2015,2,1,Wednesday,Good,Low
4788,24,Good,PM2.5,0,Unknown,Not on file,1/6/2015 6:00,1/6/2015,2,1,Tuesday,Good,Low
4789,27,Good,PM2.5,0,Unknown,Not on file,1/5/2015 6:00,1/5/2015,2,1,Monday,Good,Low
4790,17,Good,PM2.5,0,Unknown,Not on file,1/4/2015 6:00,1/4/2015,1,1,Sunday,Good,Low
4791,33,Good,PM2.5,0,Unknown,Not on file,1/3/2015 6:00,1/3/2015,1,1,Saturday,Good,Low
4792,58,Moderate,PM2.5,0,Unknown,Not on file,1/2/2015 6:00,1/2/2015,1,1,Friday,Moderate,Low
4793,35,Good,PM2.5,0,Unknown,Not on file,1/1/2015 6:00,1/1/2015,1,1,Thursday,Good,Low
4794,28,Good,PM2.5,0,Unknown,Not on file,12/31/2014 6:00,12/31/2014,1,12,Wednesday,Good,Low
4795,25,Good,PM2.5,0,Unknown,Not on file,12/30/2014 6:00,12/30/2014,1,12,Tuesday,Good,Low
4796,30,Good,PM2.5,0,Unknown,Not on file,12/29/2014 6:00,12/29/2014,1,12,Monday,Good,Low
4797,31,Good,PM2.5,0,Unknown,Not on file,12/28/2014 6:00,12/28/2014,52,12,Sunday,Good,Low
4798,29,Good,PM2.5,0,Unknown,Not on file,12/27/2014 6:00,12/27/2014,52,12,Saturday,Good,Low
4799,23,Good,PM2.5,0,Unknown,Not on file,12/26/2014 6:00,12/26/2014,52,12,Friday,Good,Low
4800,16,Good,PM2.5,0,Unknown,Not on file,12/25/2014 6:00,12/25/2014,52,12,Thursday,Good,Low
4801,20,Good,PM2.5,0,Unknown,Not on file,12/24/2014 6:00,12/24/2014,52,12,Wednesday,Good,Low
4802,38,Good,PM2.5,0,Unknown,Not on file,12/23/2014 6:00,12/23/2014,52,12,Tuesday,Good,Low
4803,51,Moderate,PM2.5,0,Unknown,Not on file,12/22/2014 6:00,12/22/2014,52,12,Monday,Moderate,Low
4804,52,Moderate,PM2.5,0,Unknown,Not on file,12/21/2014 6:00,12/21/2014,51,12,Sunday,Moderate,Low
4805,0,Good,PM2.5,0,Unknown,Not on file,12/20/2014 6:00,12/20/2014,51,12,Saturday,Good,Low
4806,55,Moderate,PM2.5,0,Unknown,Not on file,12/19/2014 6:00,12/19/2014,51,12,Friday,Moderate,Low
4807,35,Good,PM2.5,0,Unknown,Not on file,12/18/2014 6:00,12/18/2014,51,12,Thursday,Good,Low
4808,24,Good,PM2.5,0,Unknown,Not on file,12/17/2014 6:00,12/17/2014,51,12,Wednesday,Good,Low
4809,47,Good,PM2.5,0,Unknown,Not on file,12/16/2014 6:00,12/16/2014,51,12,Tuesday,Good,Low
4810,66,Moderate,PM2.5,0,Unknown,Not on file,12/15/2014 6:00,12/15/2014,51,12,Monday,Moderate,Low
4811,62,Moderate,PM2.5,0,Unknown,Not on file,12/14/2014 6:00,12/14/2014,50,12,Sunday,Moderate,Low
4812,63,Moderate,PM2.5,0,Unknown,Not on file,12/13/2014 6:00,12/13/2014,50,12,Saturday,Moderate,Low
4813,54,Moderate,PM2.5,0,Unknown,Not on file,12/12/2014 6:00,12/12/2014,50,12,Friday,Moderate,Low
4814,38,Good,PM2.5,0,Unknown,Not on file,12/11/2014 6:00,12/11/2014,50,12,Thursday,Good,Low
4815,44,Good,PM2.5,0,Unknown,Not on file,12/10/2014 6:00,12/10/2014,50,12,Wednesday,Good,Low
4816,41,Good,PM2.5,0,Unknown,Not on file,12/9/2014 6:00,12/9/2014,50,12,Tuesday,Good,Low
4817,39,Good,PM2.5,0,Unknown,Not on file,12/8/2014 6:00,12/8/2014,50,12,Monday,Good,Low
4818,38,Good,PM2.5,0,Unknown,Not on file,12/7/2014 6:00,12/7/2014,49,12,Sunday,Good,Low
4819,46,Good,PM2.5,0,Unknown,Not on file,12/6/2014 6:00,12/6/2014,49,12,Saturday,Good,Low
4820,51,Moderate,PM2.5,0,Unknown,Not on file,12/5/2014 6:00,12/5/2014,49,12,Friday,Moderate,Low
4821,43,Good,PM2.5,0,Unknown,Not on file,12/4/2014 6:00,12/4/2014,49,12,Thursday,Good,Low
4822,25,Good,PM2.5,0,Unknown,Not on file,12/3/2014 6:00,12/3/2014,49,12,Wednesday,Good,Low
4823,26,Good,PM2.5,0,Unknown,Not on file,12/2/2014 6:00,12/2/2014,49,12,Tuesday,Good,Low
4824,34,Good,PM2.5,0,Unknown,Not on file,12/1/2014 6:00,12/1/2014,49,12,Monday,Good,Low
4825,38,Good,PM2.5,0,Unknown,Not on file,11/30/2014 6:00,11/30/2014,48,11,Sunday,Good,Low
4826,30,Good,PM2.5,0,Unknown,Not on file,11/29/2014 6:00,11/29/2014,48,11,Saturday,Good,Low
4827,38,Good,PM2.5,0,Unknown,Not on file,11/28/2014 6:00,11/28/2014,48,11,Friday,Good,Low
4828,35,Good,PM2.5,0,Unknown,Not on file,11/27/2014 6:00,11/27/2014,48,11,Thursday,Good,Low
4829,25,Good,PM2.5,0,Unknown,Not on file,11/26/2014 6:00,11/26/2014,48,11,Wednesday,Good,Low
4830,27,Good,PM2.5,0,Unknown,Not on file,11/25/2014 6:00,11/25/2014,48,11,Tuesday,Good,Low
4831,21,Good,PM2.5,0,Unknown,Not on file,11/24/2014 6:00,11/24/2014,48,11,Monday,Good,Low
4832,40,Good,PM2.5,0,Unknown,Not on file,11/23/2014 6:00,11/23/2014,47,11,Sunday,Good,Low
4833,43,Good,PM2.5,0,Unknown,Not on file,11/22/2014 6:00,11/22/2014,47,11,Saturday,Good,Low
4834,42,Good,PM2.5,0,Unknown,Not on file,11/21/2014 6:00,11/21/2014,47,11,Friday,Good,Low
4835,28,Good,PM2.5,0,Unknown,Not on file,11/19/2014 6:00,11/19/2014,47,11,Wednesday,Good,Low
4836,29,Good,PM2.5,0,Unknown,Not on file,11/18/2014 6:00,11/18/2014,47,11,Tuesday,Good,Low
4837,45,Good,PM2.5,0,Unknown,Not on file,11/17/2014 6:00,11/17/2014,47,11,Monday,Good,Low
4838,52,Moderate,PM2.5,0,Unknown,Not on file,11/16/2014 6:00,11/16/2014,46,11,Sunday,Moderate,Low
4839,45,Good,PM2.5,0,Unknown,Not on file,11/15/2014 6:00,11/15/2014,46,11,Saturday,Good,Low
4840,46,Good,PM2.5,0,Unknown,Not on file,11/14/2014 6:00,11/14/2014,46,11,Friday,Good,Low
4841,47,Good,PM2.5,0,Unknown,Not on file,11/13/2014 6:00,11/13/2014,46,11,Thursday,Good,Low
4842,46,Good,PM2.5,0,Ragweed,Slight,11/12/2014 6:00,11/12/2014,46,11,Wednesday,Good,Low
4843,44,Good,PM2.5,0,Ragweed,Slight,11/11/2014 6:00,11/11/2014,46,11,Tuesday,Good,Low
4844,49,Good,PM2.5,1,Ragweed,Slight,11/10/2014 6:00,11/10/2014,46,11,Monday,Good,Low
4845,34,Good,PM2.5,0,Unknown,Not on file,11/9/2014 6:00,11/9/2014,45,11,Sunday,Good,Low
4846,31,Good,PM2.5,0,Unknown,Not on file,11/8/2014 6:00,11/8/2014,45,11,Saturday,Good,Low
4847,19,Good,PM2.5,0,Ragweed,Slight,11/7/2014 6:00,11/7/2014,45,11,Friday,Good,Low
4848,42,Good,PM2.5,0,Ragweed,Slight,11/6/2014 6:00,11/6/2014,45,11,Thursday,Good,Low
4849,46,Good,PM2.5,0,Ragweed,Slight,11/5/2014 6:00,11/5/2014,45,11,Wednesday,Good,Low
4850,38,Good,PM2.5,1,Ragweed,Slight,11/4/2014 6:00,11/4/2014,45,11,Tuesday,Good,Low
4851,40,Good,PM2.5,0,Ragweed,Slight,11/3/2014 6:00,11/3/2014,45,11,Monday,Good,Low
4852,24,Good,PM2.5,0,Unknown,Not on file,11/2/2014 5:00,11/2/2014,44,11,Sunday,Good,Low
4853,33,Good,PM2.5,0,Unknown,Not on file,11/1/2014 5:00,11/1/2014,44,11,Saturday,Good,Low
4855,38,Good,PM2.5,0,Ragweed,Slight,10/31/2014 5:00,10/31/2014,44,10,Friday,Good,Low
4856,28,Good,Ozone 8-hr,0,Ragweed,Slight,10/30/2014 5:00,10/30/2014,44,10,Thursday,Good,Low
4857,52,Moderate,PM2.5,0,Ragweed,Slight,10/29/2014 5:00,10/29/2014,44,10,Wednesday,Moderate,Low
4858,59,Moderate,PM2.5,1,Ragweed,Slight,10/28/2014 5:00,10/28/2014,44,10,Tuesday,Moderate,Low
4859,70,Moderate,PM2.5,2,Ragweed,Slight,10/27/2014 5:00,10/27/2014,44,10,Monday,Moderate,Low
4860,69,Moderate,PM2.5,0,Unknown,Not on file,10/26/2014 5:00,10/26/2014,43,10,Sunday,Moderate,Low
4861,54,Moderate,PM2.5,0,Unknown,Not on file,10/25/2014 5:00,10/25/2014,43,10,Saturday,Moderate,Low
4862,33,Good,PM2.5,1,Ragweed,Slight,10/24/2014 5:00,10/24/2014,43,10,Friday,Good,Low
4863,26,Good,PM2.5,1,Ragweed,Slight,10/23/2014 5:00,10/23/2014,43,10,Thursday,Good,Low
4864,40,Good,PM2.5,1,Ragweed,Slight,10/22/2014 5:00,10/22/2014,43,10,Wednesday,Good,Low
4865,41,Good,PM2.5,2,Ragweed,Slight,10/21/2014 5:00,10/21/2014,43,10,Tuesday,Good,Low
4866,31,Good,PM2.5,2,Ragweed,Slight,10/20/2014 5:00,10/20/2014,43,10,Monday,Good,Low
4867,36,Good,PM2.5,0,Unknown,Not on file,10/19/2014 5:00,10/19/2014,42,10,Sunday,Good,Low
4868,44,Good,PM2.5,0,Unknown,Not on file,10/18/2014 5:00,10/18/2014,42,10,Saturday,Good,Low
4869,27,Good,PM2.5,3,Ragweed,Slight,10/17/2014 5:00,10/17/2014,42,10,Friday,Good,Low
4870,18,Good,Ozone 8-hr,1,Ragweed,Slight,10/16/2014 5:00,10/16/2014,42,10,Thursday,Good,Low
4871,25,Good,Ozone 8-hr,0,Ragweed,Slight,10/15/2014 5:00,10/15/2014,42,10,Wednesday,Good,Low
4872,27,Good,Ozone 8-hr,0,Ragweed,Slight,10/14/2014 5:00,10/14/2014,42,10,Tuesday,Good,Low
4873,26,Good,PM2.5,0,Ragweed,Slight,10/13/2014 5:00,10/13/2014,42,10,Monday,Good,Low
4874,20,Good,PM2.5,0,Unknown,Not on file,10/12/2014 5:00,10/12/2014,41,10,Sunday,Good,Low
4875,24,Good,Ozone 8-hr,0,Unknown,Not on file,10/11/2014 5:00,10/11/2014,41,10,Saturday,Good,Low
4876,40,Good,Ozone 8-hr,0,Ragweed,Slight,10/10/2014 5:00,10/10/2014,41,10,Friday,Good,Low
4877,40,Good,PM2.5,3,Elm, Grass,10/9/2014 5:00,10/9/2014,41,10,Thursday,Good,Low
4878,34,Good,Ozone 8-hr,3,Elm, Grass,10/8/2014 5:00,10/8/2014,41,10,Wednesday,Good,Low
4879,36,Good,Ozone 8-hr,0,Elm, Grass,10/7/2014 5:00,10/7/2014,41,10,Tuesday,Good,Low
4880,36,Good,Ozone 8-hr,0,Elm, Grass,10/6/2014 5:00,10/6/2014,41,10,Monday,Good,Low
4881,25,Good,Ozone 8-hr,0,Unknown,Not on file,10/5/2014 5:00,10/5/2014,40,10,Sunday,Good,Low
4882,28,Good,Ozone 8-hr,0,Unknown,Not on file,10/4/2014 5:00,10/4/2014,40,10,Saturday,Good,Low
4883,47,Good,PM2.5,0,Elm, Grass,10/3/2014 5:00,10/3/2014,40,10,Friday,Good,Low
4884,60,Moderate,PM2.5,5,Elm, Grass,10/2/2014 5:00,10/2/2014,40,10,Thursday,Moderate,Low
4885,54,Moderate,Ozone 8-hr,5,Elm, Grass,10/1/2014 5:00,10/1/2014,40,10,Wednesday,Moderate,Low
4886,45,Good,PM2.5,5,Elm, Grass,9/30/2014 5:00,9/30/2014,40,9,Tuesday,Good,Low
4887,38,Good,PM2.5,6,Elm, Grass,9/29/2014 5:00,9/29/2014,40,9,Monday,Good,Moderate
4888,32,Good,Ozone 8-hr,0,Unknown,Not on file,9/28/2014 5:00,9/28/2014,39,9,Sunday,Good,Low
4889,38,Good,PM2.5,0,Unknown,Not on file,9/27/2014 5:00,9/27/2014,39,9,Saturday,Good,Low
4890,42,Good,PM2.5,6,Elm, Grass,9/26/2014 5:00,9/26/2014,39,9,Friday,Good,Moderate
4891,45,Good,Ozone 8-hr,6,Elm, Grass,9/25/2014 5:00,9/25/2014,39,9,Thursday,Good,Moderate
4892,34,Good,Ozone 8-hr,6,Elm, Grass,9/24/2014 5:00,9/24/2014,39,9,Wednesday,Good,Moderate
4893,31,Good,Ozone 8-hr,7,Elm, Grass,9/23/2014 5:00,9/23/2014,39,9,Tuesday,Good,Moderate
4894,42,Good,PM2.5,7,Elm, Grass,9/22/2014 5:00,9/22/2014,39,9,Monday,Good,Moderate
4895,47,Good,PM2.5,0,Unknown,Not on file,9/21/2014 5:00,9/21/2014,38,9,Sunday,Good,Low
4896,54,Moderate,PM2.5,0,Unknown,Not on file,9/20/2014 5:00,9/20/2014,38,9,Saturday,Moderate,Low
4897,55,Moderate,PM2.5,7,Grass, Ragweed,9/19/2014 5:00,9/19/2014,38,9,Friday,Moderate,Moderate
4898,53,Moderate,PM2.5,7,Grass, Ragweed,9/18/2014 5:00,9/18/2014,38,9,Thursday,Moderate,Moderate
4899,59,Moderate,PM2.5,7,Grass, Ragweed,9/17/2014 5:00,9/17/2014,38,9,Wednesday,Moderate,Moderate
4900,46,Good,PM2.5,8,Grass, Ragweed,9/16/2014 5:00,9/16/2014,38,9,Tuesday,Good,Moderate
4901,34,Good,PM2.5,7,Grass, Ragweed,9/15/2014 5:00,9/15/2014,38,9,Monday,Good,Moderate
4902,40,Good,PM2.5,0,Unknown,Not on file,9/14/2014 5:00,9/14/2014,37,9,Sunday,Good,Low
4903,40,Good,PM2.5,0,Unknown,Not on file,9/13/2014 5:00,9/13/2014,37,9,Saturday,Good,Low
4904,40,Good,PM2.5,4,Grass, Ragweed,9/12/2014 5:00,9/12/2014,37,9,Friday,Good,Low
4905,49,Good,PM2.5,4,Grass, Ragweed,9/11/2014 5:00,9/11/2014,37,9,Thursday,Good,Low
4906,55,Moderate,PM2.5,10,Grass, Ragweed,9/10/2014 5:00,9/10/2014,37,9,Wednesday,Moderate,Moderate
4907,54,Moderate,PM2.5,9,Grass, Ragweed,9/9/2014 5:00,9/9/2014,37,9,Tuesday,Moderate,Moderate
4908,36,Good,PM2.5,9,Grass, Ragweed,9/8/2014 5:00,9/8/2014,37,9,Monday,Good,Moderate
4909,50,Good,PM2.5,0,Unknown,Not on file,9/7/2014 5:00,9/7/2014,36,9,Sunday,Good,Low
4910,48,Good,PM2.5,0,Unknown,Not on file,9/6/2014 5:00,9/6/2014,36,9,Saturday,Good,Low
4911,34,Good,PM2.5,10,Grass, Ragweed,9/5/2014 5:00,9/5/2014,36,9,Friday,Good,Moderate
4912,39,Good,Ozone 8-hr,10,Grass, Ragweed,9/4/2014 5:00,9/4/2014,36,9,Thursday,Good,Moderate
4913,39,Good,PM2.5,10,Grass, Ragweed,9/3/2014 5:00,9/3/2014,36,9,Wednesday,Good,Moderate
4914,58,Moderate,PM2.5,10,Grass, Ragweed,9/2/2014 5:00,9/2/2014,36,9,Tuesday,Moderate,Moderate
4915,20,Good,Ozone 8-hr,0,Unknown,Not on file,9/1/2014 5:00,9/1/2014,36,9,Monday,Good,Low
4916,55,Moderate,PM2.5,0,Unknown,Not on file,8/31/2014 5:00,8/31/2014,35,8,Sunday,Moderate,Low
4917,55,Moderate,PM2.5,0,Unknown,Not on file,8/30/2014 5:00,8/30/2014,35,8,Saturday,Moderate,Low
4918,65,Moderate,PM2.5,10,Grass, Ragweed,8/29/2014 5:00,8/29/2014,35,8,Friday,Moderate,Moderate
4919,59,Moderate,PM2.5,10,Grass, Ragweed,8/28/2014 5:00,8/28/2014,35,8,Thursday,Moderate,Moderate
4920,54,Moderate,Ozone 8-hr,10,Grass, Ragweed,8/27/2014 5:00,8/27/2014,35,8,Wednesday,Moderate,Moderate
4921,54,Moderate,PM2.5,10,Grass, Ragweed,8/26/2014 5:00,8/26/2014,35,8,Tuesday,Moderate,Moderate
4922,37,Good,Ozone 8-hr,10,Grass, Ragweed,8/25/2014 5:00,8/25/2014,35,8,Monday,Good,Moderate
4923,57,Moderate,PM2.5,0,Unknown,Not on file,8/24/2014 5:00,8/24/2014,34,8,Sunday,Moderate,Low
4924,62,Moderate,PM2.5,0,Unknown,Not on file,8/23/2014 5:00,8/23/2014,34,8,Saturday,Moderate,Low
4925,58,Moderate,PM2.5,9,Grass, Ragweed,8/22/2014 5:00,8/22/2014,34,8,Friday,Moderate,Moderate
4926,55,Moderate,PM2.5,9,Grass, Ragweed,8/21/2014 5:00,8/21/2014,34,8,Thursday,Moderate,Moderate
4927,53,Moderate,PM2.5,9,Grass, Ragweed,8/20/2014 5:00,8/20/2014,34,8,Wednesday,Moderate,Moderate
4928,27,Good,Ozone 8-hr,8,Grass, Ragweed,8/19/2014 5:00,8/19/2014,34,8,Tuesday,Good,Moderate
4929,41,Good,PM2.5,4,Grass, Ragweed,8/18/2014 5:00,8/18/2014,34,8,Monday,Good,Low
4930,57,Moderate,PM2.5,0,Unknown,Not on file,8/17/2014 5:00,8/17/2014,33,8,Sunday,Moderate,Low
4931,58,Moderate,PM2.5,0,Unknown,Not on file,8/16/2014 5:00,8/16/2014,33,8,Saturday,Moderate,Low
4932,71,Moderate,Ozone 8-hr,7,Grass, Ragweed,8/15/2014 5:00,8/15/2014,33,8,Friday,Moderate,Moderate
4933,47,Good,PM2.5,7,Grass,Moderate,8/14/2014 5:00,8/14/2014,33,8,Thursday,Good,Moderate
4934,36,Good,Ozone 8-hr,7,Grass,Moderate,8/13/2014 5:00,8/13/2014,33,8,Wednesday,Good,Moderate
4935,46,Good,PM2.5,6,Grass,Moderate,8/12/2014 5:00,8/12/2014,33,8,Tuesday,Good,Moderate
4936,50,Good,PM2.5,5,Grass,Moderate,8/11/2014 5:00,8/11/2014,33,8,Monday,Good,Low
4937,35,Good,Ozone 8-hr,0,Unknown,Not on file,8/10/2014 5:00,8/10/2014,32,8,Sunday,Good,Low
4938,31,Good,Ozone 8-hr,0,Unknown,Not on file,8/9/2014 5:00,8/9/2014,32,8,Saturday,Good,Low
4939,77,Moderate,Ozone 8-hr,3,Grass,Slight,8/8/2014 5:00,8/8/2014,32,8,Friday,Moderate,Low
4940,71,Moderate,Ozone 8-hr,5,Grass,Slight,8/7/2014 5:00,8/7/2014,32,8,Thursday,Moderate,Low
4941,74,Moderate,Ozone 8-hr,5,Grass,Moderate,8/6/2014 5:00,8/6/2014,32,8,Wednesday,Moderate,Low
4942,77,Moderate,Ozone 8-hr,5,Grass,Moderate,8/5/2014 5:00,8/5/2014,32,8,Tuesday,Moderate,Low
4943,74,Moderate,Ozone 8-hr,5,Grass,Moderate,8/4/2014 5:00,8/4/2014,32,8,Monday,Moderate,Low
4944,63,Moderate,PM2.5,0,Unknown,Not on file,8/3/2014 5:00,8/3/2014,31,8,Sunday,Moderate,Low
4945,62,Moderate,PM2.5,0,Unknown,Not on file,8/2/2014 5:00,8/2/2014,31,8,Saturday,Moderate,Low
4946,67,Moderate,Ozone 8-hr,4,Grass,Slight,8/1/2014 5:00,8/1/2014,31,8,Friday,Moderate,Low
4947,56,Moderate,PM2.5,4,Grass,Slight,7/31/2014 5:00,7/31/2014,31,7,Thursday,Moderate,Low
4948,39,Good,PM2.5,4,Grass,Slight,7/30/2014 5:00,7/30/2014,31,7,Wednesday,Good,Low
4949,33,Good,Ozone 8-hr,4,Grass,Slight,7/29/2014 5:00,7/29/2014,31,7,Tuesday,Good,Low
4950,49,Good,PM2.5,4,Grass,Slight,7/28/2014 5:00,7/28/2014,31,7,Monday,Good,Low
4951,58,Moderate,PM2.5,0,Unknown,Not on file,7/27/2014 5:00,7/27/2014,30,7,Sunday,Moderate,Low
4952,81,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/26/2014 5:00,7/26/2014,30,7,Saturday,Moderate,Low
4953,48,Good,PM2.5,3,Grass,Slight,7/25/2014 5:00,7/25/2014,30,7,Friday,Good,Low
4954,46,Good,PM2.5,3,Grass, Ragweed,7/24/2014 5:00,7/24/2014,30,7,Thursday,Good,Low
4955,42,Good,Ozone 8-hr,0,Unknown,Not on file,7/23/2014 5:00,7/23/2014,30,7,Wednesday,Good,Low
4956,39,Good,Ozone 8-hr,0,Unknown,Not on file,7/22/2014 5:00,7/22/2014,30,7,Tuesday,Good,Low
4957,36,Good,Ozone 8-hr,0,Unknown,Not on file,7/21/2014 5:00,7/21/2014,30,7,Monday,Good,Low
4958,24,Good,Ozone 8-hr,0,Unknown,Not on file,7/20/2014 5:00,7/20/2014,29,7,Sunday,Good,Low
4959,40,Good,PM2.5,0,Unknown,Not on file,7/19/2014 5:00,7/19/2014,29,7,Saturday,Good,Low
4960,43,Good,Ozone 8-hr,0,Unknown,Not on file,7/18/2014 5:00,7/18/2014,29,7,Friday,Good,Low
4961,34,Good,Ozone 8-hr,3,Grass,Slight,7/17/2014 5:00,7/17/2014,29,7,Thursday,Good,Low
4962,34,Good,Ozone 8-hr,3,Grass,Slight,7/16/2014 5:00,7/16/2014,29,7,Wednesday,Good,Low
4963,52,Moderate,PM2.5,0,Grass,Slight,7/15/2014 5:00,7/15/2014,29,7,Tuesday,Moderate,Low
4964,67,Moderate,PM2.5,3,Grass,Slight,7/14/2014 5:00,7/14/2014,29,7,Monday,Moderate,Low
4965,80,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/13/2014 5:00,7/13/2014,28,7,Sunday,Moderate,Low
4966,93,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/12/2014 5:00,7/12/2014,28,7,Saturday,Moderate,Low
4967,61,Moderate,Ozone 8-hr,3,Grass,Slight,7/11/2014 5:00,7/11/2014,28,7,Friday,Moderate,Low
4968,41,Good,Ozone 8-hr,3,Grass,Slight,7/10/2014 5:00,7/10/2014,28,7,Thursday,Good,Low
4969,47,Good,PM2.5,1,Grass,Slight,7/9/2014 5:00,7/9/2014,28,7,Wednesday,Good,Low
4970,61,Moderate,PM2.5,3,Grass,Slight,7/8/2014 5:00,7/8/2014,28,7,Tuesday,Moderate,Low
4971,62,Moderate,PM2.5,3,Grass,Slight,7/7/2014 5:00,7/7/2014,28,7,Monday,Moderate,Low
4972,60,Moderate,PM2.5,0,Unknown,Not on file,7/6/2014 5:00,7/6/2014,27,7,Sunday,Moderate,Low
4973,53,Moderate,PM2.5,0,Unknown,Not on file,7/5/2014 5:00,7/5/2014,27,7,Saturday,Moderate,Low
4974,34,Good,Ozone 8-hr,0,Unknown,Not on file,7/4/2014 5:00,7/4/2014,27,7,Friday,Good,Low
4975,47,Good,Ozone 8-hr,3,Grass,Slight,7/3/2014 5:00,7/3/2014,27,7,Thursday,Good,Low
4976,88,Moderate,PM2.5,3,Grass,Slight,7/2/2014 5:00,7/2/2014,27,7,Wednesday,Moderate,Low
4977,72,Moderate,PM2.5,3,Grass,Slight,7/1/2014 5:00,7/1/2014,27,7,Tuesday,Moderate,Low
4978,22,Good,PM2.5,3,Grass,Slight,6/30/2014 5:00,6/30/2014,27,6,Monday,Good,Low
4979,28,Good,PM2.5,0,Unknown,Not on file,6/29/2014 5:00,6/29/2014,26,6,Sunday,Good,Low
4980,45,Good,PM2.5,0,Unknown,Not on file,6/28/2014 5:00,6/28/2014,26,6,Saturday,Good,Low
4981,54,Moderate,PM2.5,0,Grass,Slight,6/27/2014 5:00,6/27/2014,26,6,Friday,Moderate,Low
4982,42,Good,Ozone 8-hr,3,Grass,Slight,6/26/2014 5:00,6/26/2014,26,6,Thursday,Good,Low
4984,42,Good,PM2.5,2,Grass,Slight,6/25/2014 5:00,6/25/2014,26,6,Wednesday,Good,Low
4985,55,Moderate,PM2.5,1,Grass,Slight,6/24/2014 5:00,6/24/2014,26,6,Tuesday,Moderate,Low
4986,93,Moderate,Ozone 8-hr,3,Grass,Slight,6/23/2014 5:00,6/23/2014,26,6,Monday,Moderate,Low
4987,45,Good,PM2.5,0,Unknown,Not on file,6/22/2014 5:00,6/22/2014,25,6,Sunday,Good,Low
4988,52,Moderate,PM2.5,0,Unknown,Not on file,6/21/2014 5:00,6/21/2014,25,6,Saturday,Moderate,Low
4989,55,Moderate,PM2.5,3,Grass,Slight,6/20/2014 5:00,6/20/2014,25,6,Friday,Moderate,Low
4990,54,Moderate,PM2.5,3,Grass, Poplar,6/19/2014 5:00,6/19/2014,25,6,Thursday,Moderate,Low
4991,25,Good,Ozone 8-hr,4,Grass, Poplar,6/18/2014 5:00,6/18/2014,25,6,Wednesday,Good,Low
4992,47,Good,Ozone 8-hr,4,Grass, Poplar,6/17/2014 5:00,6/17/2014,25,6,Tuesday,Good,Low
4993,53,Moderate,PM2.5,3,Grass, Poplar,6/16/2014 5:00,6/16/2014,25,6,Monday,Moderate,Low
4994,51,Moderate,Ozone 8-hr,0,Unknown,Not on file,6/15/2014 5:00,6/15/2014,24,6,Sunday,Moderate,Low
4996,38,Good,PM2.5,0,Unknown,Not on file,6/14/2014 5:00,6/14/2014,24,6,Saturday,Good,Low
